package_name,repo_url,changelog_file,migration_file,readme_breaking_file,breaking_change_in_releases,other_files,event_exist,reason,external,ext
postcss-scss,https://github.com/postcss/postcss-scss,CHANGELOG.md,,,FALSE,,,,,
micromatch,https://github.com/micromatch/micromatch,CHANGELOG.md,,,FALSE,,TRUE,,,https://github.com/micromatch
resolve-url-loader,https://github.com/bholloway/resolve-url-loader,,,,TRUE,,,,,
file-saver,https://github.com/eligrey/FileSaver.js,CHANGELOG.md,,,TRUE,,,,,https://eligrey.com/blog/saving-generated-files-on-the-client-side/
bn.js,https://github.com/indutny/bn.js,CHANGELOG.md,,,FALSE,,TRUE,,,
@vue/cli-plugin-unit-jest,https://github.com/vuejs/vue-cli,CHANGELOG.md,docs/migrations/migrate*.md,,TRUE,,TRUE,,,https://cli.vuejs.org/
babel-plugin-styled-components,https://github.com/styled-components/babel-plugin-styled-components,,,,TRUE,,,,,
immer,https://github.com/immerjs/immer,,,,TRUE,,TRUE,,,https://immerjs.github.io/immer/
mustache,https://github.com/janl/mustache.js,CHANGELOG.md,,,TRUE,,,,,https://mustache.github.io
@semantic-release/release-notes-generator,https://github.com/semantic-release/release-notes-generator,,,,TRUE,,,,,
compression-webpack-plugin,https://github.com/webpack-contrib/compression-webpack-plugin,CHANGELOG.md,,,TRUE,,TRUE,,,
update-notifier,https://github.com/yeoman/update-notifier,,,,TRUE,,,,,
invariant,https://github.com/zertosh/invariant,CHANGELOG.md,,,FALSE,,,,,
ember-cli-sri,https://github.com/jonathanKingston/ember-cli-sri,CHANGELOG.md,,,FALSE,,,,,
node-nats-streaming,https://github.com/nats-io/stan.js,,,,FALSE,,,only one,,
luxon,https://github.com/moment/luxon,CHANGELOG.md,docs/upgrading.md,,FALSE,,,,,https://moment.github.io/luxon
tar,https://github.com/isaacs/node-tar,CHANGELOG.md,,,TRUE,,TRUE,,,
archiver,https://github.com/archiverjs/node-archiver,,,,TRUE,,TRUE,,,https://www.archiverjs.com
eslint-plugin-json,https://github.com/azeemba/eslint-plugin-json,,,,FALSE,,,no,,
lodash.get,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
ember-cli-qunit,https://github.com/ember-cli/ember-cli-qunit,CHANGELOG.md,,,FALSE,,TRUE,,,
react-i18next,https://github.com/i18next/react-i18next,CHANGELOG.md,,,FALSE,,TRUE,,,https://react.i18next.com
multer,https://github.com/expressjs/multer,CHANGELOG.md,,,FALSE,,TRUE,,,https://www.npmjs.com/package/multer
config,https://github.com/node-config/node-config,,,,TRUE,History.md,TRUE,,,
jsbi,https://github.com/GoogleChromeLabs/jsbi,,,,FALSE,,,no,,https://v8.dev/features/bigint#polyfilling-transpiling
function-bind,https://github.com/Raynos/function-bind,CHANGELOG.md,,,FALSE,,,,,
@semantic-release/commit-analyzer,https://github.com/semantic-release/commit-analyzer,,,,TRUE,,,,,
merge2,https://github.com/teambition/merge2,,,,FALSE,,,no,,
rollup-plugin-filesize,https://github.com/ritz078/rollup-plugin-filesize,,,,TRUE,,,,,
@rollup/plugin-image,https://github.com/rollup/plugins,packages/image/CHANGELOG.md,,,FALSE,,TRUE,,,
browserslist,https://github.com/browserslist/browserslist,CHANGELOG.md,,,FALSE,,,,,https://browsersl.ist
@biomejs/biome,https://github.com/biomejs/biome,CHANGELOG.md,,,TRUE,,TRUE,,,https://biomejs.dev
jszip,https://github.com/Stuk/jszip,CHANGES.md,,,FALSE,,TRUE,,https://stuk.github.io/jszip/documentation/upgrade_guide.html,https://stuk.github.io/jszip/
babel-plugin-dynamic-import-node,https://github.com/airbnb/babel-plugin-dynamic-import-node,CHANGELOG.md,,,FALSE,,,,,
progress,https://github.com/visionmedia/node-progress,CHANGELOG.md,,,TRUE,,,,,
polished,https://github.com/styled-components/polished,,,,TRUE,,,,,https://polished.js.org/
@semantic-release/github,https://github.com/semantic-release/github,,,,TRUE,,,,,https://www.npmjs.com/package/@semantic-release/github
gulp-watch,https://github.com/floatdrop/gulp-watch,,,,TRUE,,TRUE,,,
@vue/cli-plugin-vuex,https://github.com/vuejs/vue-cli,CHANGELOG.md,docs/migrations/migrate*.md,,TRUE,,TRUE,,,https://cli.vuejs.org/
path-exists,https://github.com/sindresorhus/path-exists,,,,TRUE,,,,,
undici-types,https://github.com/nodejs/undici,,,,TRUE,,TRUE,,,https://nodejs.github.io/undici
acorn-walk,https://github.com/acornjs/acorn,acorn-walk/CHANGELOG.md,,,FALSE,,,,,
@openzeppelin/contracts,https://github.com/OpenZeppelin/openzeppelin-contracts,CHANGELOG.md,,,TRUE,,TRUE,,,https://openzeppelin.com/contracts
replace-in-file,https://github.com/adamreisnz/replace-in-file,CHANGELOG.md,,,TRUE,,,,,
fsevents,https://github.com/fsevents/fsevents,,,,TRUE,,,,,
jade,https://github.com/jadejs/jade,,,,TRUE,,TRUE,,,https://pugjs.org
supports-color,https://github.com/chalk/supports-color,,,,TRUE,,,,,
@evilmartians/lefthook,https://github.com/evilmartians/lefthook,CHANGELOG.md,,,TRUE,,,,,http://lefthook.dev/
ember-resolver,https://github.com/ember-cli/ember-resolver,CHANGELOG.md,,,TRUE,,TRUE,,,
babel-plugin-named-asset-import,https://github.com/facebook/create-react-app,CHANGELOG*.md,,,TRUE,,TRUE,,,https://create-react-app.dev
ember-cli-htmlbars-inline-precompile,https://github.com/ember-cli/ember-cli-htmlbars-inline-precompile,CHANGELOG.md,,,TRUE,,TRUE,,,
clone,https://github.com/pvorb/node-clone,,,README.md,FALSE,,,,,https://www.npmjs.com/package/clone
svgo,https://github.com/svg/svgo,,,,TRUE,,,,,https://svgo.dev/
watch,https://github.com/mikeal/watch,,,README.md,FALSE,,,,,
gulp-postcss,https://github.com/postcss/gulp-postcss,,,README.md,TRUE,,,,,
loader.js,https://github.com/ember-cli/loader.js,,,,FALSE,,TRUE,,,
fast-deep-equal,https://github.com/epoberezkin/fast-deep-equal,,,,TRUE,,,,,
react-app-polyfill,https://github.com/facebook/create-react-app,CHANGELOG*.md,,,TRUE,,TRUE,,,https://create-react-app.dev
yeoman-assert,https://github.com/yeoman/yeoman-assert,,,,TRUE,,,,,http://yeoman.io
eslint-plugin-markdown,https://github.com/eslint/eslint-plugin-markdown,CHANGELOG.md,,,TRUE,,TRUE,,,
merge-stream,https://github.com/grncdr/merge-stream,,,,FALSE,,,no,,
postcss-nested,https://github.com/postcss/postcss-nested,CHANGELOG.md,,,TRUE,,,,,
istanbul-instrumenter-loader,https://github.com/webpack-contrib/istanbul-instrumenter-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
angular,https://github.com/angular/angular.js,CHANGELOG.md,,,FALSE,,TRUE,,,https://angularjs.org
pluralize,https://github.com/blakeembrey/pluralize,,,,TRUE,,,,,
pify,https://github.com/sindresorhus/pify,,,,TRUE,,,,,
phantomjs,https://github.com/Medium/phantomjs,,,,FALSE,,,no,,
concat-stream,https://github.com/maxogden/concat-stream,,,,FALSE,,,no,,
vuepress,https://github.com/vuejs/vuepress,CHANGELOG.md,packages/docs/docs/miscellaneous/migration-guide.md,,TRUE,,TRUE,,,https://vuepress.vuejs.org
koa-router,https://github.com/koajs/router,,,,TRUE,HISTORY.md,,,,
jsdom-global,https://github.com/rstacruz/jsdom-global,,,,FALSE,HISTORY.md,,,,
lodash.camelcase,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
stylelint-order,https://github.com/hudochenkov/stylelint-order,CHANGELOG.md,,,TRUE,,,,,
stylelint-config-prettier,https://github.com/prettier/stylelint-config-prettier,,,,TRUE,,,,,
lodash.clonedeep,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
vinyl-buffer,https://github.com/hughsk/vinyl-buffer,,,,FALSE,,,only one,,
@sveltejs/adapter-auto,https://github.com/sveltejs/kit,packages/adapter-auto/CHANGELOG.md,,,TRUE,,TRUE,,,https://svelte.dev/docs/kit
vue-jest,https://github.com/vuejs/vue-jest,,,,TRUE,,TRUE,,,
jsonfile,https://github.com/jprichardson/node-jsonfile,CHANGELOG.md,,,FALSE,,,,,
canvas,https://github.com/Automattic/node-canvas,CHANGELOG.md,,,TRUE,,TRUE,,,
readline-sync,https://github.com/anseki/readline-sync,,,,FALSE,,,only one,,
safe-buffer,https://github.com/feross/safe-buffer,,,,FALSE,,,single export,,
jscs,https://github.com/jscs-dev/node-jscs,CHANGELOG.md,,,TRUE,,,,,https://jscs-dev.github.io
workbox-webpack-plugin,https://github.com/googlechrome/workbox,,,,TRUE,,TRUE,,,https://developers.google.com/web/tools/workbox/
gulp-header,https://github.com/tracker1/gulp-header,,,,FALSE,,,no,,
slash,https://github.com/sindresorhus/slash,,,,TRUE,,,,,
chalk-animation,https://github.com/bokub/chalk-animation,,,,TRUE,,,,,
postcss-custom-properties,https://github.com/csstools/postcss-plugins,plugins/postcss-custom-selectors/CHANGELOG.md,,,FALSE,,TRUE,,,https://preset-env.cssdb.org/
color,https://github.com/Qix-/color,,,,TRUE,,TRUE,,,
preact,https://github.com/preactjs/preact,,,,TRUE,,TRUE,,,https://preactjs.com
@emotion/core,https://github.com/emotion-js/emotion,packages/core/CHANGELOG.md,,,TRUE,,TRUE,,,https://emotion.sh/
color-convert,https://github.com/Qix-/color-convert,CHANGELOG.md,,,TRUE,,,,,
pino,https://github.com/pinojs/pino,,,,TRUE,,,,,http://getpino.io
babel-plugin-lodash,https://github.com/lodash/babel-plugin-lodash,,,,FALSE,,,no,,
lodash.isequal,https://github.com/lodash/lodash,CHANGELOG,,,TRUE,,,,,https://lodash.com/
chromedriver,https://github.com/giggio/node-chromedriver,,,,FALSE,,,,,
react-helmet,https://github.com/nfl/react-helmet,CHANGELOG.md,,,TRUE,,TRUE,,,
ip,https://github.com/indutny/node-ip,,,,FALSE,,,no,,
ember-try,https://github.com/ember-cli/ember-try,CHANGELOG.md,,,TRUE,,TRUE,,,
vue-hot-reload-api,https://github.com/vuejs/vue-hot-reload-api,,,,FALSE,,,no,,
stylelint-scss,https://github.com/stylelint-scss/stylelint-scss,CHANGELOG.md,,,TRUE,,TRUE,,,
log4js,https://github.com/log4js-node/log4js-node,CHANGELOG.md,docs/migration-guide.md,,FALSE,docs/v3-changes.md,,,,https://log4js-node.github.io/log4js-node/
dumi,https://github.com/umijs/dumi,,,,FALSE,,,no,https://d.umijs.org/guide/upgrading,https://d.umijs.org
protobufjs,https://github.com/protobufjs/protobuf.js,CHANGELOG.md,,,TRUE,,TRUE,,,
@sveltejs/package,https://github.com/sveltejs/kit,packages/package/CHANGELOG.md,,,TRUE,,TRUE,,,https://svelte.dev/docs/kit
vuedraggable,https://github.com/SortableJS/Vue.Draggable,,,,FALSE,,,no,,https://sortablejs.github.io/Vue.Draggable/
progress-bar-webpack-plugin,https://github.com/clessg/progress-bar-webpack-plugin,,,,FALSE,,,no,,
request-promise-native,https://github.com/request/request-promise-native,,,README.md,FALSE,,TRUE,only one,,
yn,https://github.com/sindresorhus/yn,,,,TRUE,,,,,
xtend,https://github.com/Raynos/xtend,,,README.md,FALSE,,,no,,
turbo,https://github.com/vercel/turborepo,,,,TRUE,,TRUE,,,https://turborepo.com
through,https://github.com/dominictarr/through,,,,FALSE,,,no,,
p-limit,https://github.com/sindresorhus/p-limit,,,,TRUE,,,,,
documentation,https://github.com/documentationjs/documentation,CHANGELOG.md,,,TRUE,,,,,http://documentation.js.org/
fastify,https://github.com/fastify/fastify,,Migration-Guide-*.md,,TRUE,,TRUE,,,https://www.fastify.dev
postcss-calc,https://github.com/postcss/postcss-calc,CHANGELOG.md,,,TRUE,,,,,
mime-types,https://github.com/jshttp/mime-types,,,README.md,TRUE,HISTORY.md,,,,
rollup-plugin-typescript,https://github.com/rollup/rollup-plugin-typescript,CHANGELOG.md,,,FALSE,,,,,
ignore,https://github.com/kaelzhang/node-ignore,,,README.md,FALSE,,,,,
vinyl,https://github.com/gulpjs/vinyl,CHANGELOG.md,,,TRUE,,,,,
yargs-parser,https://github.com/yargs/yargs-parser,CHANGELOG.md,,,TRUE,,TRUE,,,http://yargs.js.org/
event-stream,https://github.com/dominictarr/event-stream,,,,FALSE,,,no,,
argparse,https://github.com/nodeca/argparse,CHANGELOG.md,doc/migrate_v1_to_v2.md,,FALSE,,,,,
ansi-regex,https://github.com/chalk/ansi-regex,,,,TRUE,,,,,
ini,https://github.com/npm/ini,CHANGELOG.md,,,TRUE,,TRUE,,,
deep-equal,https://github.com/inspect-js/node-deep-equal,CHANGELOG.md,,,FALSE,,,,,
caniuse-lite,https://github.com/browserslist/caniuse-lite,,,,FALSE,,TRUE,no,,
@istanbuljs/nyc-config-typescript,https://github.com/istanbuljs/istanbuljs,packages/nyc-config-typescript/CHANGELOG.md,,,TRUE,,TRUE,,,https://istanbul.js.org/
make-error,https://github.com/JsCommunity/make-error,,,,FALSE,,,,,
postcss-safe-parser,https://github.com/postcss/postcss-safe-parser,CHANGELOG.md,,,FALSE,,,,,
mockjs,https://github.com/nuysoft/Mock,CHANGELOG.md,,,FALSE,,,,,http://mockjs.com
ts-mocha,https://github.com/piotrwitek/ts-mocha,,,,TRUE,,TRUE,,,
ember-source,https://github.com/emberjs/ember.js,CHANGELOG.md,,,TRUE,,TRUE,,,https://emberjs.com
clean-css,https://github.com/clean-css/clean-css,,,,FALSE,History.md,,,,https://clean-css.github.io/
rewire,https://github.com/jhnns/rewire,CHANGELOG.md,,,TRUE,,,,,
@webcomponents/webcomponentsjs,https://github.com/webcomponents/polyfills,packages/webcomponentsjs/CHANGELOG.md,,,FALSE,,,,,
ant-design-vue,https://github.com/vueComponent/ant-design-vue,CHANGELOG*.md,,,TRUE,,TRUE,,,https://antdv.com/
js-base64,https://github.com/dankogai/js-base64,,,README.md,FALSE,,,,,
isparta,https://github.com/douglasduteil/isparta,,,,TRUE,,,,,
tap-min,https://github.com/derhuerst/tap-min,,,,FALSE,,,no,,https://github.com/derhuerst/tap-min
rollup-plugin-serve,https://github.com/thgh/rollup-plugin-serve,CHANGELOG.md,,,FALSE,,,,,
bunyan,https://github.com/trentm/node-bunyan,CHANGES.md,,,FALSE,,TRUE,,,
shortid,https://github.com/dylang/shortid,,,,FALSE,,,no,,https://www.npmjs.org/package/shortid
npmlog,https://github.com/npm/npmlog,CHANGELOG.md,,,TRUE,,TRUE,,,
grunt-contrib-connect,https://github.com/gruntjs/grunt-contrib-connect,CHANGELOG,,,TRUE,,,,,http://gruntjs.com
babel-plugin-component,https://github.com/ElementUI/babel-plugin-component,,,,FALSE,,,no,,
node-gyp-build,https://github.com/prebuild/node-gyp-build,,,,FALSE,,TRUE,,,
estraverse,https://github.com/estools/estraverse,,,,FALSE,,,no,,
power-assert,https://github.com/power-assert-js/power-assert,CHANGELOG.md,,,FALSE,,,,,
requirejs,https://github.com/jrburke/r.js,,,,FALSE,,,no,,
has-flag,https://github.com/sindresorhus/has-flag,,,,TRUE,,,,,
dotenv-webpack,https://github.com/mrsteele/dotenv-webpack,,,,TRUE,,TRUE,,,
nprogress,https://github.com/rstacruz/nprogress,,,,TRUE,History.md,,,,http://ricostacruz.com/nprogress
enquirer,https://github.com/enquirer/enquirer,CHANGELOG.md,,,FALSE,,,,,https://github.com/jonschlinkert
react-markdown,https://github.com/remarkjs/react-markdown,changelog.md,,,TRUE,,TRUE,,,https://remarkjs.github.io/react-markdown/
pnp-webpack-plugin,https://github.com/arcanis/pnp-webpack-plugin,,,,FALSE,,,no,,
markdown-it-container,https://github.com/markdown-it/markdown-it-container,CHANGELOG.md,,,FALSE,,,,,
knex,https://github.com/knex/knex,CHANGELOG.md,UPGRADING.md,,TRUE,,TRUE,,,https://knexjs.org/
bcryptjs,https://github.com/dcodeIO/bcrypt.js,,,,TRUE,,,,,
rollup-plugin-node-builtins,https://github.com/calvinmetcalf/rollup-plugin-node-builtins,,,,FALSE,,,no,,
karma-browserify,https://github.com/nikku/karma-browserify,,,,FALSE,,,no,,
prettier-plugin-packagejson,https://github.com/matzkoh/prettier-plugin-packagejson,,,,TRUE,,TRUE,,,
vue-html-loader,https://github.com/vuejs/vue-html-loader,,,,FALSE,,,only one,,
jest-extended,https://github.com/jest-community/jest-extended,CHANGELOG.md,,,TRUE,,,,,https://jest-extended.jestcommunity.dev/
@fortawesome/fontawesome-free,https://github.com/FortAwesome/Font-Awesome,,,,FALSE,,TRUE,,https://fontawesome.com/changelog;https://docs.fontawesome.com/web/setup/upgrade/whats-changed,https://fontawesome.com
nsp,https://github.com/nodesecurity/nsp,,,,FALSE,,,no,,https://nodesecurity.io
ember-cli-app-version,https://github.com/ember-cli/ember-cli-app-version,CHANGELOG.md,,,TRUE,,TRUE,,,
eslint-plugin-cypress,https://github.com/cypress-io/eslint-plugin-cypress,,,,TRUE,,,,,
pump,https://github.com/mafintosh/pump,,,,FALSE,,,no,,
create-require,https://github.com/nuxt-contrib/create-require,CHANGELOG.md,,,FALSE,,,,,
bs58,https://github.com/cryptocoinjs/bs58,CHANGELOG.md,,,FALSE,,,,,http://cryptocoinjs.com/modules/misc/bs58/
swiper,https://github.com/nolimits4web/Swiper,CHANGELOG.md,,,TRUE,,,,,https://swiperjs.com
tiny-warning,https://github.com/alexreardon/tiny-warning,,,,FALSE,,,no,,
bindings,https://github.com/TooTallNate/node-bindings,,,,FALSE,,,no,,
postcss-normalize,https://github.com/csstools/postcss-normalize,CHANGELOG.md,,,TRUE,,,,,
prettier-plugin-organize-imports,https://github.com/simonhaenisch/prettier-plugin-organize-imports,changelog.md,,,TRUE,,,,,https://npmjs.com/prettier-plugin-organize-imports
strip-json-comments,https://github.com/sindresorhus/strip-json-comments,,,,TRUE,,,,,
find-up,https://github.com/sindresorhus/find-up,,,,TRUE,,,,,
@rollup/plugin-url,https://github.com/rollup/plugins,packages/pluginutils/CHANGELOG.md,,,FALSE,,TRUE,,,
tslint-loader,https://github.com/wbuchwalter/tslint-loader,CHANGELOG.md,,,FALSE,,,,,
ember-ajax,https://github.com/ember-cli/ember-ajax,CHANGELOG.md,,,TRUE,,,,,
require-dir,https://github.com/aseemk/requireDir,CHANGELOG.md,,,TRUE,,,,,
jasmine-node,https://github.com/mhevery/jasmine-node,,,README.md,FALSE,,,,,
lodash.throttle,https://github.com/lodash/lodash,CHANGELOG,,,TRUE,,,,,https://lodash.com/
eslint-webpack-plugin,https://github.com/webpack-contrib/eslint-webpack-plugin,CHANGELOG.md,,,TRUE,,,,,
resolve-from,https://github.com/sindresorhus/resolve-from,,,,TRUE,,,,,
stream-browserify,https://github.com/browserify/stream-browserify,CHANGELOG.md,,,TRUE,,,,,
emoji-regex,https://github.com/mathiasbynens/emoji-regex,,,,FALSE,,,no,,https://mths.be/emoji-regex
hoist-non-react-statics,https://github.com/mridgway/hoist-non-react-statics,CHANGELOG.md,,,TRUE,,,,,
@libphamton/chatfanpage,https://github.com/libphamton/chatfanpage,,,,FALSE,,,no,,
escape-html,https://github.com/component/escape-html,,,,FALSE,,,no,,
yarn,https://github.com/yarnpkg/yarn,,,,TRUE,,TRUE,,,https://classic.yarnpkg.com
tslint-config-airbnb,https://github.com/progre/tslint-config-airbnb,CHANGELOG.md,,,FALSE,,,,,
node-gyp,https://github.com/nodejs/node-gyp,CHANGELOG.md,,,TRUE,,TRUE,,,
auto-changelog,https://github.com/CookPete/auto-changelog,CHANGELOG.md,,,FALSE,,,,,
path-browserify,https://github.com/browserify/path-browserify,CHANGELOG.md,,,TRUE,,,,,
@ckeditor/ckeditor5-paragraph,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
travis-deploy-once,https://github.com/semantic-release/travis-deploy-once,,,,TRUE,,,,,
react-dropzone,https://github.com/react-dropzone/react-dropzone,,,,TRUE,,TRUE,,,https://react-dropzone.js.org/
webpack-stream,https://github.com/shama/webpack-stream,,,,FALSE,,,no,,
@ckeditor/ckeditor5-basic-styles,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
underscore.string,https://github.com/epeli/underscore.string,CHANGELOG.markdown,,,FALSE,,,,,http://esamattis.github.com/underscore.string/
punycode,https://github.com/mathiasbynens/punycode.js,,,,TRUE,,,,,https://mths.be/punycode
path-is-absolute,https://github.com/sindresorhus/path-is-absolute,,,,FALSE,,,no,,
dateformat,https://github.com/felixge/node-dateformat,,,Readme.md,TRUE,,,,,
@ckeditor/ckeditor5-theme-lark,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
redux-saga,https://github.com/redux-saga/redux-saga,CHANGELOG.md,,,TRUE,,TRUE,,,https://redux-saga.js.org/
clipboard,https://github.com/zenorocha/clipboard.js,,,,TRUE,,TRUE,,,https://clipboardjs.com
rollup-plugin-eslint,https://github.com/TrySound/rollup-plugin-eslint,,,,FALSE,,,no,,
rollup-watch,https://github.com/rollup/rollup-watch,CHANGELOG.md,,,FALSE,,,,,
url-join,https://github.com/jfromaniello/url-join,CHANGELOG.md,,,TRUE,,,,,
babel-preset-react-native,https://github.com/facebook/metro,,,,TRUE,,TRUE,,,https://metrobundler.dev
systemjs,https://github.com/systemjs/systemjs,CHANGELOG.md,,,TRUE,,TRUE,,,
eslint-config-oclif,https://github.com/oclif/eslint-config-oclif,CHANGELOG.md,,,TRUE,,TRUE,,,
@ckeditor/ckeditor5-essentials,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
postcss-cssnext,https://github.com/MoOx/postcss-cssnext,CHANGELOG.md,,,TRUE,,,,,https://moox.io/blog/deprecating-cssnext/
@ckeditor/ckeditor5-dev-utils,https://github.com/ckeditor/ckeditor5-dev,CHANGELOG.md,,,TRUE,,TRUE,,,https://ckeditor.com/ckeditor-5
sortablejs,https://github.com/SortableJS/Sortable,,,,FALSE,,,no,,https://sortablejs.github.io/Sortable/
karma-safari-launcher,https://github.com/karma-runner/karma-safari-launcher,,,,FALSE,,,no,,
is-ci,https://github.com/watson/is-ci,CHANGELOG.md,,,TRUE,,,,,
balanced-match,https://github.com/juliangruber/balanced-match,,,,TRUE,,,no,,
escodegen,https://github.com/estools/escodegen,,,,FALSE,,,,,
normalize-path,https://github.com/jonschlinkert/normalize-path,CHANGELOG.md,,readme.md,FALSE,,,,,https://github.com/jonschlinkert
braces,https://github.com/micromatch/braces,CHANGELOG.md,,,FALSE,,,,,https://github.com/jonschlinkert
query-string,https://github.com/sindresorhus/query-string,,,,TRUE,,,,,
gulp-bump,https://github.com/stevelacy/gulp-bump,,,,TRUE,,,,,
eslint-plugin-security,https://github.com/eslint-community/eslint-plugin-security,CHANGELOG.md,,,TRUE,,TRUE,,,
koa-static,https://github.com/koajs/static,,,,FALSE,History.md,,,,
ember-cli-release,https://github.com/lytics/ember-cli-release,CHANGELOG.md,,README.md,FALSE,,,,,
time-grunt,https://github.com/sindresorhus/time-grunt,,,,FALSE,,,no,,
@ckeditor/ckeditor5-list,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
is-glob,https://github.com/micromatch/is-glob,,,,FALSE,,,no,,
markdown-it-anchor,https://github.com/valeriangalliat/markdown-it-anchor,CHANGELOG.md,,,FALSE,,TRUE,,,
@ckeditor/ckeditor5-heading,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
cpy-cli,https://github.com/sindresorhus/cpy-cli,,,,TRUE,,,,,
kleur,https://github.com/lukeed/kleur,,,readme.md,TRUE,,,,,
throttle-debounce,https://github.com/niksy/throttle-debounce,CHANGELOG.md,,,TRUE,,,,,
imports-loader,https://github.com/webpack-contrib/imports-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
jest-styled-components,https://github.com/styled-components/jest-styled-components,,,,TRUE,,,,,
babel-preset-es2015-rollup,https://github.com/rollup/babel-preset-es2015-rollup,CHANGELOG.md,,,FALSE,,,,,
crypto-browserify,https://github.com/browserify/crypto-browserify,,,,FALSE,,,,,
get-port,https://github.com/sindresorhus/get-port,,,,TRUE,,,,,
validate-npm-package-name,https://github.com/npm/validate-npm-package-name,CHANGELOG.md,,,TRUE,,TRUE,,,http://npm.im/validate-npm-package-name
redux-logger,https://github.com/LogRocket/redux-logger,,,,TRUE,,,,,
@ckeditor/ckeditor5-link,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
ghooks,https://github.com/gtramontina/ghooks,,,,FALSE,,,only one,,
ansi-styles,https://github.com/chalk/ansi-styles,,,,TRUE,,,,,
pkg-dir,https://github.com/sindresorhus/pkg-dir,,,,TRUE,,,,,
chart.js,https://github.com/chartjs/Chart.js,docs/migration/v3-migration.md,,,TRUE,,TRUE,,,https://www.chartjs.org/
validate-commit-msg,https://github.com/conventional-changelog/validate-commit-msg,,,,TRUE,,,,,http://conventionalcommits.org/
picomatch,https://github.com/micromatch/picomatch,CHANGELOG.md,,,FALSE,,,,,https://github.com/micromatch
mock-fs,https://github.com/tschaub/mock-fs,changelog.md,,,TRUE,,TRUE,,,https://npmjs.org/package/mock-fs
gulp-notify,https://github.com/mikaelbr/gulp-notify,CHANGELOG.md,,,TRUE,,,,,
jest-fetch-mock,https://github.com/jefflau/jest-fetch-mock,,,,FALSE,,,no,,
is-wsl,https://github.com/sindresorhus/is-wsl,,,,TRUE,,,,,
@ckeditor/ckeditor5-image,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,,docs/updating/update-to-35.md,TRUE,,TRUE,,,https://ckeditor.com
@open-wc/testing,https://github.com/open-wc/open-wc,packages/testing/CHANGELOG.md,,,TRUE,,,,,https://open-wc.org/
grunt-karma,https://github.com/karma-runner/grunt-karma,CHANGELOG.md,,,TRUE,,TRUE,,,
snazzy,https://github.com/feross/snazzy,,,,FALSE,,,no,,https://standardjs.com
lolex,https://github.com/sinonjs/lolex,CHANGELOG.md,,,TRUE,,TRUE,,,
glob-parent,https://github.com/gulpjs/glob-parent,CHANGELOG.md,,,TRUE,,,,,
unified,https://github.com/unifiedjs/unified,,,,TRUE,,TRUE,,,https://unifiedjs.com
is-fullwidth-code-point,https://github.com/sindresorhus/is-fullwidth-code-point,,,,TRUE,,,,,
@mdx-js/react,https://github.com/mdx-js/mdx,,,,TRUE,,TRUE,,,https://mdxjs.com
@ckeditor/ckeditor5-block-quote,https://github.com/ckeditor/ckeditor5,CHANGELOG.md,docs/updating/update-to-35.md,,TRUE,,TRUE,,,https://ckeditor.com
babel-plugin-transform-jsbi-to-bigint,https://github.com/GoogleChromeLabs/babel-plugin-transform-jsbi-to-bigint,,,,FALSE,,,only one,,https://v8.dev/features/bigint#polyfilling-transpiling
react-color,https://github.com/casesandberg/react-color,,,,TRUE,,,no,,http://casesandberg.github.io/react-color/
decimal.js-light,https://github.com/MikeMcl/decimal.js-light,CHANGELOG.md,,,FALSE,,,,,http://mikemcl.github.io/decimal.js-light
grunt-browserify,https://github.com/jmreidy/grunt-browserify,CHANGELOG.md,,,FALSE,,,,,
object-hash,https://github.com/puleos/object-hash,,,readme.markdown,FALSE,,,,,
grunt-contrib-coffee,https://github.com/gruntjs/grunt-contrib-coffee,CHANGELOG,,README.md,FALSE,,,,,http://gruntjs.com/
eslint-plugin-react-native,https://github.com/intellicode/eslint-plugin-react-native,,,,FALSE,,,no,,
ember-cli-eslint,https://github.com/ember-cli/ember-cli-eslint,CHANGELOG.md,,,TRUE,,TRUE,,,
